practice_group,practice,region,office,city,state,final_url,displayed_phone,kw_test_url
"injury","Pedestrian & Bicycle Accident","Ventura & Central Coast","Oxnard","Thousand Oaks","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/thousand-oaks/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/thousand-oaks/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Ventura & Central Coast","Oxnard","Simi Valley","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/simi-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/simi-valley/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Ventura & Central Coast","Oxnard","Santa Barbara","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-barbara/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-barbara/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Nevada","Las Vegas (office)","Las Vegas","NV","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/las-vegas/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Nevada","Las Vegas","Henderson","NV","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/henderson/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/henderson/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Nevada","Las Vegas","North Las Vegas","NV","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/north-las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/north-las-vegas/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Nevada","Las Vegas","Summerlin","NV","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/summerlin/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/summerlin/?kw={keyword}"
"injury","Slip & Fall / Premises","Statewide","—","California","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/?kw={keyword}"
"injury","Slip & Fall / Premises","Statewide","—","Nevada","NV","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/nevada/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/nevada/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles (office)","Los Angeles","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/los-angeles/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Downtown Los Angeles","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/downtown-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/downtown-los-angeles/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Hollywood","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/hollywood/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/hollywood/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Glendale","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/glendale/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/glendale/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Pasadena","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/pasadena/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/pasadena/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Burbank","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/burbank/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/burbank/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Santa Monica","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/santa-monica/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/santa-monica/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Inglewood","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/inglewood/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/inglewood/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Van Nuys","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/van-nuys/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/van-nuys/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","East Los Angeles","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/east-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/east-los-angeles/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Koreatown","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/koreatown/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/koreatown/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Compton","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/compton/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/compton/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Los Angeles","Whittier","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/whittier/","(213) 329-7576","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/whittier/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Beverly Hills (office)","Beverly Hills","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/beverly-hills/","(310) 879-1030","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/beverly-hills/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Beverly Hills","West Hollywood","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/west-hollywood/","(310) 879-1030","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/west-hollywood/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Beverly Hills","Culver City","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/culver-city/","(310) 879-1030","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/culver-city/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Beverly Hills","Westwood","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/westwood/","(310) 879-1030","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/westwood/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Beverly Hills","Sherman Oaks","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/sherman-oaks/","(310) 879-1030","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/sherman-oaks/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Torrance (office)","Torrance","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/torrance/","(310) 307-3316","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/torrance/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Torrance","Carson","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/carson/","(310) 307-3316","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/carson/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Torrance","Gardena","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/gardena/","(310) 307-3316","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/gardena/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Torrance","Redondo Beach","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/redondo-beach/","(310) 307-3316","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/redondo-beach/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Torrance","Hawthorne","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/hawthorne/","(310) 307-3316","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/hawthorne/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Torrance","San Pedro","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/san-pedro/","(310) 307-3316","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/san-pedro/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Long Beach (office)","Long Beach","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/long-beach/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/long-beach/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Long Beach","Lakewood","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/lakewood/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/lakewood/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Long Beach","Downey","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/downey/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/downey/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Long Beach","Norwalk","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/norwalk/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/norwalk/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Long Beach","Bellflower","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/bellflower/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/bellflower/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Palmdale (office)","Palmdale","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/palmdale/","(800) 891-1876","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/palmdale/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Palmdale","Santa Clarita","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/santa-clarita/","(800) 891-1876","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/santa-clarita/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Palmdale","Victorville","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/victorville/","(800) 891-1876","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/victorville/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Lancaster (office)","Lancaster","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/lancaster/","(800) 891-1876","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/lancaster/?kw={keyword}"
"injury","Slip & Fall / Premises","Los Angeles","Lancaster","Antelope Valley","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/antelope-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/antelope-valley/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine (office)","Irvine","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/irvine/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/irvine/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine","Santa Ana","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/santa-ana/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/santa-ana/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine","Huntington Beach","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/huntington-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/huntington-beach/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine","Costa Mesa","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/costa-mesa/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/costa-mesa/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine","Newport Beach","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/newport-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/newport-beach/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine","Mission Viejo","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/mission-viejo/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/mission-viejo/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine","Lake Forest","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/lake-forest/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/lake-forest/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Irvine","Tustin","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/tustin/","(949) 591-8266","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/tustin/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Orange (office)","Orange","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/orange/","(714) 386-1747","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/orange/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Orange","Anaheim","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/anaheim/","(714) 386-1747","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/anaheim/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Orange","Garden Grove","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/garden-grove/","(714) 386-1747","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/garden-grove/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Orange","Fullerton","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/fullerton/","(714) 386-1747","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/fullerton/?kw={keyword}"
"injury","Slip & Fall / Premises","Orange County","Orange","Westminster","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/westminster/","(714) 386-1747","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/westminster/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Riverside (office)","Riverside","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/riverside/","(951) 557-6087","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/riverside/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Riverside","Moreno Valley","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/moreno-valley/","(951) 557-6087","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/moreno-valley/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Riverside","Corona","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/corona/","(951) 557-6087","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/corona/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Riverside","Temecula","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/temecula/","(951) 557-6087","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/temecula/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Riverside","Murrieta","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/murrieta/","(951) 557-6087","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/murrieta/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Riverside","Hemet","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/hemet/","(951) 557-6087","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/hemet/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Ontario (office)","Ontario","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/ontario/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/ontario/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Ontario","San Bernardino","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/san-bernardino/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/san-bernardino/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Ontario","Fontana","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/fontana/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/fontana/?kw={keyword}"
"injury","Slip & Fall / Premises","Inland Empire","Ontario","Rancho Cucamonga","CA","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/rancho-cucamonga/","(800) 522-7274","https://results.wilshirelawfirm.com/slip-and-fall-lawyer/rancho-cucamonga/?kw={keyword}"
